first_title,first_brand,first_price,second_title,second_brand,second_price,label
amzer anti-glare screen protector for ipad 2,amzer,13.88,antiglare screen protector torch 9800,polaroid,11.02,0
lexar media ljdff2gbasbna 2gb jumpdrive firefly usb 2.0 flash drive,lexar media,13.88,lexar jumpdrive firefly 16 gb usb 2.0 flash drive jdff16gb-431 red,lexar,31.85,0
canon powershot sx130-is black 12.1 mp digital camera w 12x optical zoom 3.0 lcd display w 50 bonus prints,canon,191.99,canon powershot a1200 12.1 mp digital camera with 4x optical zoom silver,canon,109.0,0
epson t125420 yellow durabrite cartridge,epson,11.88,epson 78 yellow ink cartridge t078420,epson,11.92,0
panasonic ergofit inner ear headphones white rp-hje450-w,panasonic,43.88,panasonic rp-hje350-r slimz in-ear earbud headphones red,panasonic,18.84,0
da-lite da-glas standard rear projection screen 81 x 108 video format,da-lite,5391.99,da-plex base rear projection screen - 40 1 4 x 53 3 4 video format,da-lite,1525.99,0
da-lite holoscreen rear projection screen - 22 x 33 3 4 video format,da-lite,1600.0,da-lite da-glas thru-the-wall rear projection screen - 72 x 96 video format,da-lite,8968.99,0
sennheiser sh 230 monaural headset,sennheiser,84.0,sennheiser sh330 monaural headset with microphone,sennheiser,75.38,0
startech 1 slim 3.5 mm to right angle stereo audio cable m m,startech,7.88,startech.com mu3mmsra slim 3.5 mm to right angle stereo audio cable - m m 3 feet,startech,3.48,0
tp-link tl-ant2409b 2.4 ghz 9dbi outdoor directional antenna,tp link,27.88,d-link ant24-0700 2.4 ghz omni-directional 7 dbi indoor antenna,d-link,37.88,0
lexmark t650h11a black high-yield toner print cartridge,lexmark,565.2,brother tn360 high yield black toner cartridge,brother,45.54,0
netgear powerline av 500 adapter,netgear,79.82,netgear xavb5001 powerline av 500 adapter kit,netgear,101.1,0
canon imageclass mf4570dn laser multifunction printer,canon,288.0,canon imageclass d1180 laser multifunction copier 3478b022aa,canon,622.03,0
ape case ac165 digital camera case,ape case,12.85,ape case digital camera case with fold out wallet ac252,norazza,18.48,0
kodak 10c color ink cartridge,kodak,19.97,epson t029201 tri-color ink cartridge,epson,14.69,0
roocase multi-angle leather case for lg g-slate 8.9-inch 4g tablet,roocase,35.99,roocase ultra slim magenta leather case cover with stand for lg g-slate 8.9-inch 4g android tablet wi-fi 4g,roocase,32.93,0
roocase multi-angle leather case for lg g-slate 8.9-inch 4g tablet,roocase,35.99,roocase ultra slim red leather case cover with stand for lg g-slate 8.9-inch 4g android tablet wi-fi 4g,roocase,32.93,1
epson t078320 claria hi-definition magenta ink cartridge for epson stylus photo printers,epson,16.84,epson 78 magenta ink cartridge t078320,epson,8.46,1
da-lite da-plex deluxe rear projection screen - 36 x 48 video format,da-lite,1630.99,da-plex base rear projection screen - 43 1 4 x 57 3 4 video format,da-lite,1669.99,0
kodak easyshare c1550 purple 16mp digital camera bundle w 5x optical zoom 3.0 lcd display w 50 bonus prints,kodak,89.0,kodak easyshare m583 14 mp digital camera with 8x optical zoom and 3-inch lcd - purple new model,kodak,142.95,0
corsair cm2x2048-6400c5 xms2 2gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit,corsair,40.82,corsair memory vs2gb800d2 2 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory,corsair,24.99,0
crown super-soaker polypropylene wiper mat with gripper bottom 45 x 67 charcoal,crown,139.97,new-crown ssr046ch - super-soaker wiper mat w gripper bottm polypropylene 45 x 67 charcoal - cwnssr046ch,crown,213.0,1
golla genie digital camera bag lime green,golla,12.98,genie digital camera bag in lime green,golla,17.99,1
da-lite video spectra 1.5 advantage manual with csr - video format 84 diagonal,da-lite,847.99,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - video spectra 1.5,da-lite,789.95,0
crown tire-track scraper needlepunch polypropylene vinyl mat 48 x 72 gray,crown,124.97,new-crown te0035ac - tire-track scraper mat needlepunch polypropylene vinyl 36 x 60 anthracite - cwnte0035ac,crown,108.0,0
brother tn450 black toner cartridge high yield toner,brother,48.88,brother tn-650 toner cartridge,brother,76.02,0
incipio smart feather for apple ipad 2 lime,incipio,33.25,pink oem incipio smart feather ultra thin case ipad-230 for apple ipad 2 use w apple smart cover,karendeals,29.95,0
xm xmp3i portable satellite radio and mp3 player with home kit,audiovox,149.0,xm xpmp3h1 portable satellite radio and mp3 player xmp3i,sirius satellite radio,147.02,1
serif webplus essentials,serif,44.82,serif webplus essentials software,serif,19.99,1
siig 2.5 sata superspeed usb 3.0 hard drive enclosure,siig,20.39,siig superspeed usb 3.0 to sata 2.5 enclosure ju-sa0912-s1,siig,19.53,1
edge tech diskgo 500gb external superspeed usb 3.0 hard drive,edge tech,70.98,2tb diskgo 3.5 external backup usb hard drive,edge,137.99,0
canon cli-226 black ink tank,canon,0.0,canon cli-8m magenta ink tank,canon,12.99,0
pc treasures retractable mighty mini mouse navy,pc treasures,9.88,pc treasures mighty mini mouse - 2.4 ghz wireless,pc treasures,14.95,0
ocz technology vertex 2 90gb 2.5 sata ii solid state drive,ocz technologies,179.98,ocz technology 240 gb vertex 3 sata iii 6.0 gb s 2.5-inch solid state drive vtx3-25sat3-240g,ocz,459.99,0
v7 25 cat6 snagless molded network patch cable green,v7,9.76,new-14 snagless molded boot cat5e patch cable - green - t56186,cables unlimited,11.49,0
v7 25 cat5e network patch cable red,v7,6.88,v7 cat5e network patch cable rj45 male to male black 3-feet v7n3c5e-03f-blk,v7,3.57,0
sirius outdoor home antenna,sirius,42.64,audiovox xm6 terk outdoor home antenna,terk,57.9,0
cyberpower 900 joules 6-outlet surge protector,cyberpower,13.88,hp 6 outlet surge protector 180 jules,micro innovations,6.49,0
sandisk 8gb microsdhc memory card,sandisk,24.88,sandisk microsd 2gb memory card,sandisk,5.0,0
hp ce278a black laserjet print cartridge,hp,69.84,hp laserjet 12a black print cartridge in retail packaging,hp,56.18,0
microsoft arc touch mouse,microsoft,57.88,microsoft arc mouse - red,microsoft,28.0,0
wintec filemate 4gb sdhc secure digital flash memory card,wintec,7.99,olympus e-p1 pen digital camera memory card 8gb sdhc secure digital high capacity class 4 flash card,kingston,20.99,0
brother tn450 black toner cartridge high yield toner,brother,48.88,brother tn-560 high-yield toner cartridge,brother,62.68,0
fellowes office suites monitor riser 8031101,fellowes,38.88,fellowes office suites mesh back support,fellowes,17.99,0
brother tc20 laminated tape cartridge,brother,29.88,brother tape cartridge 0.5 in wide non-laminated black on green m731,brother,8.94,0
targus zierra case for blackberry playbook tablet black,targus,55.88,blackberry playbook 7-inch tablet 64gb,blackberry,663.68,0
microsoft apb-00001 wired desktop 600 keyboard and mouse,microsoft,25.84,microsoft wireless keyboard 6000,microsoft,26.37,0
sony 16gb class 4 sd memory card,sony,0.0,patriot 16 gb class 6 sdhc flash memory card,patriot,21.99,0
logitech m305 wireless mouse black,logitech,29.73,logitech wireless mouse m310 flame red 910-002486,logitech,17.95,0
panasonic stereo earbud headphones rp-hv21 green,panasonic,10.49,panasonic rp-hje350-r slimz in-ear earbud headphones red,panasonic,18.84,0
sigma 18-250mm zoom lens for nikon digital slr cameras 880306,sigma,478.0,nikon 50mm f 1.4 g sic sw prime nikkor lens for nikon digital slr cameras,nikon,469.95,0
da-lite da-plex deluxe rear projection screen - 96 x 96 av format,da-lite,6426.99,da-lite da-view thru-the-wall rear projection screen - 45 x 80 hdtv format,da-lite,12909.87,0
iosafe rugged 250gb usb 3.0 portable external hard drive,iosafe,249.99,lacie rikiki superspeed 750 gb usb 3.0 portable external hard drive 301950 - black,lacie,100.24,0
da-lite da-glas standard rear projection screen 72 x 96 video format,da-lite,4448.99,da-glas base rear projection screen - 70 x 70 av format,da-lite,2622.99,0
wausau paper astrobrights colored paper 24lb 8-1 2 x 11 planetary purple 500 sheets ream,wausau paper,10.27,wausau paper 32522 - exact colored paper 20lb 8-1 2 x 14 blue 500 sheets ream,wausau,29.37,0
coby personal mini stereo speaker system csp14,coby,14.0,coby portable mini stereo speaker system for mp3 players black,coby,4.99,0
dell switch by design studio lids fire red 17r,dell,24.0,dell switch by design studio lid for inspiron r series laptop - sangeet,dell,49.99,0
pny 4gb mini flash drive,pny,12.88,hp 4gb v255w usb flash drive,pny,7.99,0
da-lite da-glas deluxe rear projection screen - 50 x 50 av format,da-lite,1919.99,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format,da-lite,8729.48,0
lexmark t650a11a black toner print cartridge,lexmark,202.87,lexmark t650a11a black print t65x return program toner cartridge,lexmark,128.92,1
da-lite da-plex unframed rear projection screen - 84 x 84 av format,da-lite,3561.99,da-glas base rear projection screen - 43 1 4 x 57 3 4 video format,da-lite,1519.99,0
buffalo technology ministation metro 1 tb usb 2.0 portable external hard drive with integrated flex cable encryption and turbopc hd-pxt1tu2 b black,buffalo technology,99.82,buffalo technology drivestation axis 2 tb usb 3.0 desktop external hard drive with buffalo tools hd-lb2 .0 tu3 black,buffalo technology,101.97,0
at t prepaid gophone samsung a187 with bluetooth blue,at t,59.88,samsung a107 prepaid gophone at t,samsung,33.99,0
us brown bear large tilt low to profile mount for 32 to 63 displays in silver,us brown bear,59.0,us brown bear cm1-63t-blk large ceiling mount 360 degrees with tilt for 32 -63 displays black,u.s. brown bear,112.17,0
da-lite da-glas deluxe rear projection screen - 96 x 96 av format,da-lite,6128.99,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,da-lite,9044.23,0
da-lite da-glas deluxe rear projection screen - 50 x 50 av format,da-lite,1919.99,da-lite da-plex thru-the-wall rear projection screen - 90 x 120 video format,da-lite,12222.0,0
optoma bl-fp230c replacement projector lamp for optoma ep749 projector,optoma,294.84,optoma bl-fp230c replacement lamp for ep749 ep719h,optoma,189.73,1
da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format,da-lite,10048.99,da-lite data pro thru-the-wall rear projection screen - 52 x 92 hdtv format,da-lite,15985.81,0
clickfree c2 500gb usb 3.0 portable external hard drive,clickfree,84.98,iosafe rugged portable 250 gb usb 3.0 external hard drive pa50250u1yr,iosafe,145.99,0
da-lite da-glas self trimming rear projection screen - 96 x 120 av format,da-lite,7443.99,da-glas base rear projection screen - 43 1 4 x 57 3 4 video format,da-lite,1519.99,0
razer lachesis gaming mouse,razer,77.5,razer spectre starcraft ii gaming mouse,razer,64.99,0
micro innovations techcool travel cooler,micro innovations,11.88,techcool travel cooler,micro innovations,8.05,1
vantec 3.5 ide to usb 2.0 nexstar 3 hard drive enclosure onyx black,vantec,30.23,vantec nexstar dx nst-530u2 5.25-inch ide to usb 2.0 optical drive external enclosure black,vantec,19.99,0
v7 10 cat6 snagless molded network patch cable gray,v7,5.88,v7 cat5e snagless molded network patch cable rj45 male to male green 1-foot v7n3c5e-01f-grns,v7,2.71,0
startech 6 slim 3.5 mm right angle stereo audio cable m m,startech,7.88,startech.com mu3mms2ra slim 3.5 mm right angle stereo audio cable - m m 3 feet,startech,4.49,0
logitech m315 wireless optical mouse blue,logitech,19.88,logitech wireless mouse m505 red,logitech,23.95,0
eveready gold alkaline aa batteries 24-pack,eveready,15.82,eveready gold alkaline batteries d 4 pack,eveready,7.44,0
scosche 1993-up select subaru power 4-speaker connector,scosche,9.88,scosche fd16b power 4-speaker connector for 1998-up ford,scosche,8.12,0
da-lite video spectra 1.5 model c manual screen - 7 x 9 av format,da-lite,503.99,da-lite model c with csr - projection screen - 1 1 - video spectra 1.5,da-lite,401.95,0
new york mets ipod touch 4g hard case,tribeca,29.99,cincinnati bengals ipod touch 4g hard case,tribeca,29.99,0
epson t020201 color ink cartridge,epson,27.0,epson t032320 magenta ink cartridge,epson,7.99,0
pc treasures retractable mighty mini mouse navy,pc treasures,9.88,pc treasures mighty mini mouse - 2.4 ghz wireless,pc treasures,14.65,0
microsoft arc touch mouse,microsoft,57.88,microsoft sidewinder x3 mouse,microsoft,16.99,0
roocase multi-angle leather case for lg g-slate 8.9-inch 4g tablet,roocase,35.99,roocase multi-angle black leather folio case cover for lenovo ideapad k1 10.1-inch android tablet,roocase,24.96,0
casio exilim ex-zs5 14.1 mp digital camera silver w 5x optical zoom 2.7 lcd display,casio,100.0,casio exilim ex-s8 12 mp digital camera with 4x optical zoom and 2.7-inch lcd blue,casio,104.9,0
da-lite da-glas self trimming rear projection screen - 96 x 120 av format,da-lite,7443.99,da-lite da-view thru-the-wall rear projection screen - 57 3 4 x 77 video format,da-lite,11346.11,0
crown super-soaker polypropylene wiper mat with gripper bottom 45 x 67 charcoal,crown,139.97,new-crown ssr035ch - super-soaker wiper mat w gripper bottm polypropylene 34 x 58 charcoal - cwnssr035ch,crown,136.0,0
los angeles lakers ipod touch 4g hard case,tribeca,29.99,green bay packers ipod touch 4g hard case,tribeca,29.99,0
avery matte white cd labels for color laser printers and copiers 30 disc labels and 60 spine labels,avery,14.88,avery cd dvd labels matte white 40 disc labels and 80 spine labels 8692,avery,14.12,0
panasonic stereo earbud headphones rp-hv21 green,panasonic,10.49,panasonic rp-djs400-g dj street model headphones green,panasonic,28.87,0
kensington k72335us ci10 fit wireless notebook laser mouse,kensington,24.84,kensington wireless orbit mouse k72352us,kensington,47.24,0
universal quick set-up lift-off lid box ltr lgl fiberboard 12 x 10 x 15 blk we 12 ctn,universal products,30.59,universal 95224 - quick set-up lift-off lid storage box letter legal fiberboard white 12 ctn,universal,63.0,0
incipio smart feather for apple ipad 2 light blue,incipio,33.25,incipio smart feather case for apple ipad 2 - red ipad-231,incipio,31.32,0
xerox 108r00645 imaging unit for phaser 6300 and 6350 printer,xerox,244.84,xerox 108r00649 imaging unit for xerox phaser 7400 color laser printer yellow,xerox,215.2,0
v7 25 cat6 snagless molded network patch cable red,v7,9.76,v7 cat6 snagless molded network patch cable rj45 male to male black 1-foot v7n2c6-01f-blks,v7,1.79,0
3m dry-erase board porcelain 8 x4 aluminum frame,3m,707.59,new-quartet p567t - euro frame dry-erase board porcelain steel 72 x 48 white aluminum frame - qrtp567t,quartet,873.0,0
epson 2000 hours uhe replacement projector lamp v13h010l38,epson,291.84,v13h010l31-bti 200w projector lamp - uhe - 2000 hour normal,bti,273.1,0
filemate b2020 wireless standard keyboard and mouse bundle black,wintec,14.82,verbatim wireless slim keyboard and mouse 96983 black,verbatim,31.99,0
ihome wireless optical mouse black,ihome,25.56,inland usb optical mouse black,inland,8.84,0
brother tz232 laminated tape cartridge,brother,19.88,brother tn-620 toner cartridge,brother,47.99,0
microsoft wireless laser desktop 3000 keyboard and mouse combo,microsoft,29.82,microsoft wireless mouse 5000,microsoft,30.54,0
lexmark x651h11a high-yield toner 25000 page-yield black,lexmark,565.2,c540h1kg high-yield toner 2500 page-yield black,lexmark,63.51,0
genius sp-s105 stereo speakers,genius,9.99,genius sp-j330 new j series 5 watt rms stereo speakers,genius,17.2,0
da-lite pixmate 25 x 30 shelf television cart with cabinet 54 height,da-lite,376.99,da-lite pixmate 48 height adjustable television cart,da-lite,207.99,0
brother lc51c cyan inkjet cartridge for mfc-240c multi-function printer,brother,13.49,brother mfc-7220 laser multifunction printer,brother,148.88,0
da-lite da-plex self trimming rear projection screen - 58 x 104 hdtv format,da-lite,4635.99,da-lite data pro thru-the-wall rear projection screen - 401 2 x 72 hdtv format,da-lite,10185.3,0
